unit_nr,time_cycle,setting_1,setting_2,setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,RUL,condition
1,140,35.0069,0.8406,100.0,-0.8794624677616412,-0.6177630975318831,-0.28300148990925145,-0.4436046791508206,-0.7068160597572362,-0.7119496855345911,-0.722304424609804,0.2999873316160624,-0.42238842370539054,-0.513513513513514,0.009771986970684488,-0.7269245402663286,0.9846777082701781,-0.04607987813586334,-0.22283245459871104,-1.0,-0.2708333333333339,0.3023255813953494,1.0,-0.6913580246913581,-0.6831782293112473,9,1
1,141,34.9991,0.841,100.0,-0.8794624677616412,-0.6183136067529116,-0.28365163212786104,-0.42020892504693563,-0.7068160597572362,-0.7119496855345911,-0.7279366140041049,0.30032515518770175,-0.41281196650678886,-0.513513513513514,0.027687296416938345,-0.7283449587824985,0.9850084052139891,-0.01975531965535282,-0.18834212067955391,-1.0,-0.25,0.3023255813953494,1.0,-0.6961591220850482,-0.664258572436233,8,1
1,143,35.0014,0.84,100.0,-0.8794624677616412,-0.6140930360583532,-0.2937830150345393,-0.41438405622683216,-0.7068160597572362,-0.7119496855345911,-0.7264092406090402,0.3001140154554296,-0.42313633037964316,-0.513513513513514,0.009771986970684488,-0.728852251109702,0.9847328244274802,-0.027371828438141677,-0.20203573520796692,-1.0,-0.3333333333333339,0.3023255813953494,1.0,-0.6893004115226337,-0.6697535780108764,6,1
1,145,35.0007,0.8402,100.0,-0.8794624677616412,-0.6135425268373229,-0.2823513476906401,-0.38251576565734347,-0.7068160597572362,-0.7119496855345911,-0.7315163953987878,0.3001984713483381,-0.4254776034468737,-0.513513513513514,0.004885993485342688,-0.7286493341788205,0.9850635213712895,-0.03874898843243102,-0.20679554774458087,-1.0,-0.2708333333333339,0.3023255813953494,1.0,-0.6886145404663923,-0.6799130810712418,4,1
2,2,35.0058,0.84,100.0,-0.8794624677616412,-0.6219836682264415,-0.34942435324393895,-0.5141289173446291,-0.7068160597572362,-0.7119496855345911,-0.7240227196792517,0.30176090536717126,-0.3996097878221292,-0.513513513513514,-0.05863192182410426,-0.7263665187064046,0.9869925868768412,0.06940543628314089,-0.2695518453427068,-1.0,-0.35416666666666696,0.3023255813953494,1.0,-0.6790123456790124,-0.6706751006848847,267,1
2,19,35.0027,0.84,100.0,-0.8794624677616412,-0.6216166620790897,-0.3185425978599481,-0.4872189861839882,-0.7068160597572362,-0.7119496855345911,-0.7240704500978474,0.301972045099447,-0.38845622307129446,-0.513513513513514,-0.08306188925081415,-0.726873811033608,0.9873783999779526,0.0979197410387016,-0.27489748096074873,-1.0,-0.35416666666666696,0.3023255813953494,1.0,-0.686556927297668,-0.6667842271724046,250,1
2,20,35.002,0.84,100.0,-0.8794624677616412,-0.624185705110559,-0.3367465799810372,-0.5160063544023492,-0.7068160597572362,-0.7119496855345911,-0.7253114409813376,0.3020142730459021,-0.39538248922851693,-0.513513513513514,-0.07654723127035812,-0.7262143310082435,0.9873232838206505,0.07507021469034214,-0.271895137668424,-1.0,-0.35416666666666696,0.3023255813953494,1.0,-0.6769547325102881,-0.6875241757491639,249,1
2,23,35.0033,0.84,100.0,-0.8794624677616412,-0.6232681897421788,-0.3555465258025192,-0.5259230732200448,-0.7068160597572362,-0.7119496855345911,-0.7251205193069545,0.30214095688526754,-0.3920494268758645,-0.513513513513514,-0.07817589576547146,-0.7263157894736842,0.9873232838206505,0.07911648498119916,-0.2806092560046869,-1.0,-0.375,0.3023255813953494,1.0,-0.6735253772290809,-0.6708229993856515,246,1
2,40,35.0032,0.8413,100.0,-0.8794624677616412,-0.628589778878796,-0.3623730190979275,-0.4825976026572949,-0.7068160597572362,-0.7119496855345911,-0.7220657725168251,0.30188758920653846,-0.4072839606536043,-0.513513513513514,-0.04885993485341977,-0.7247939124920736,0.9870477030341434,0.051982672442520084,-0.285076157000586,-1.0,-0.375,0.3023255813953494,1.0,-0.6687242798353911,-0.6796514141391158,229,1
2,43,35.0025,0.84,100.0,-0.8794624677616412,-0.6366639141205592,-0.31783827712312007,-0.5020940644105325,-0.7068160597572362,-0.7119496855345911,-0.7240227196792517,0.3016342215278076,-0.39271603934639465,-0.513513513513514,-0.07003257328990209,-0.7236271401395055,0.987213051506048,0.08849431142000697,-0.28046280023432857,-1.0,-0.375,0.3023255813953494,1.0,-0.6913580246913581,-0.664247195613097,226,1
2,47,35.0045,0.84,100.0,-0.8794624677616412,-0.6293237911735012,-0.3303535148313692,-0.46054975208202986,-0.7068160597572362,-0.7119496855345911,-0.7257410147486995,0.30192981715299183,-0.3897731891716134,-0.513513513513514,-0.08957654723126929,-0.7236778693722258,0.987433516135253,0.06864378540486626,-0.25724956063268944,-1.0,-0.375,0.3023255813953494,1.0,-0.6762688614540467,-0.6593551616646568,222,1
2,63,35.005,0.8411,100.0,-0.8794624677616412,-0.6339113680154131,-0.31285385344710814,-0.49540268617917516,-0.7068160597572362,-0.7119496855345911,-0.7203474774473774,0.30184536126008155,-0.39177302658320556,-0.513513513513514,-0.08631921824104083,-0.7296639188332277,0.9873232838206505,0.08678059694387485,-0.2828060925600475,-1.0,-0.35416666666666696,0.3023255813953494,1.0,-0.6803840877914952,-0.6650435732326104,206,1
2,75,35.0013,0.84,100.0,-0.8794624677616412,-0.6399669694467374,-0.3553839902478666,-0.48548596736147775,-0.7068160597572362,-0.7119496855345911,-0.7274593098181472,0.30176090536717126,-0.3916754735387382,-0.513513513513514,-0.06840390879478697,-0.7228662016487001,0.9872681676633501,0.0797829294996859,-0.24531341534856388,-1.0,-0.375,0.3023255813953494,1.0,-0.678326474622771,-0.6850895355980797,194,1
2,83,35.0035,0.842,100.0,-0.8794624677616412,-0.6284062758051192,-0.35408370581064563,-0.5023347614692142,-0.7068160597572362,-0.7119496855345911,-0.7259796668416783,0.3021831848317209,-0.3934314283391611,-0.513513513513514,-0.05863192182410426,-0.72712745719721,0.987213051506048,0.07659351644689849,-0.2789250146455773,-1.0,-0.3333333333333339,0.3023255813953494,1.0,-0.6776406035665296,-0.6685476347584701,186,1
2,100,35.0019,0.84,100.0,-0.8794624677616412,-0.6252867235526178,-0.3636733035351476,-0.4980984932364123,-0.7068160597572362,-0.7119496855345911,-0.7227339983771659,0.3020142730459021,-0.3920656857166094,-0.513513513513514,-0.07654723127035812,-0.7275332910589727,0.9877090969217619,0.08178226305516745,-0.2731400117164613,-1.0,-0.3125,0.3023255813953494,1.0,-0.678326474622771,-0.6663177774238321,169,1
2,105,34.9997,0.841,100.0,-0.8794624677616412,-0.628589778878796,-0.36936204794798755,-0.4577576662013181,-0.7068160597572362,-0.7119496855345911,-0.722304424609804,0.3021831848317209,-0.3958052190878796,-0.513513513513514,-0.08306188925081415,-0.7278883956880153,0.9875437484498555,0.08301994573237437,-0.28698008201523084,-1.0,-0.3125,0.3023255813953494,1.0,-0.6728395061728395,-0.6832237366037909,164,1
2,109,35.0041,0.8412,100.0,-0.8794624677616412,-0.6251032204789411,-0.3372883651632126,-0.4975208202955752,-0.7068160597572362,-0.7119496855345911,-0.723974989260656,0.3016342215278076,-0.39765872693276805,-0.513513513513514,-0.09120521172638352,-0.7245909955611922,0.987213051506048,0.07149997619841031,-0.271895137668424,-1.0,-0.3333333333333339,0.3023255813953494,1.0,-0.678326474622771,-0.664269949259369,160,1
2,116,35.004,0.84,100.0,-0.8794624677616412,-0.6340948710890899,-0.34806989028850044,-0.4751841332498916,-0.7068160597572362,-0.7119496855345911,-0.7211111641449097,0.30188758920653846,-0.38964311844565636,-0.513513513513514,-0.06840390879478697,-0.7263157894736842,0.9876539807644598,0.07802161184366696,-0.29027533684827134,-1.0,-0.3125,0.3023255813953494,1.0,-0.678326474622771,-0.6591958861407542,153,1
2,133,35.0014,0.84,100.0,-0.8794624677616412,-0.6284062758051192,-0.32412298523635386,-0.48274202089250373,-0.7068160597572362,-0.7119496855345911,-0.724165910935039,0.3020987289388106,-0.38735062190065683,-0.513513513513514,-0.07817589576547146,-0.7266201648700064,0.9876539807644598,0.09392107392773852,-0.26545108377269955,-1.0,-0.35416666666666696,0.3023255813953494,1.0,-0.6769547325102881,-0.6746342351361806,136,1
2,137,35.0007,0.841,100.0,-0.8794624677616412,-0.6351958895311487,-0.336529865908167,-0.47556924854378213,-0.7068160597572362,-0.7119496855345911,-0.7264092406090402,0.301972045099447,-0.39265100398341524,-0.513513513513514,-0.0651465798045594,-0.7282435003170578,0.9874886322925551,0.08763745418193736,-0.2735061511423549,-1.0,-0.35416666666666696,0.3023255813953494,1.0,-0.6844993141289438,-0.669184736854081,132,1
2,138,34.9982,0.8407,100.0,-0.8794624677616412,-0.6218001651527647,-0.3129622104835432,-0.4778318008953928,-0.7068160597572362,-0.7119496855345911,-0.7259796668416783,0.3018031333136282,-0.39476465328022137,-0.513513513513514,-0.08143322475569992,-0.7242358909321497,0.9872681676633501,0.09325462940924467,-0.2761423550087878,-1.0,-0.35416666666666696,0.3023255813953494,1.0,-0.6776406035665296,-0.6727570593187558,131,1
2,142,35.006,0.8403,100.0,-0.8794624677616412,-0.6408844848151194,-0.3374509007178652,-0.49342897029798216,-0.7068160597572362,-0.7119496855345911,-0.7263137797718487,0.3020987289388106,-0.3866514917486388,-0.513513513513514,-0.029315960912051686,-0.7253012048192771,0.9875988646071594,0.07078592850002252,-0.28573520796719354,-1.0,-0.35416666666666696,0.3023255813953494,1.0,-0.6906721536351167,-0.6661016177842501,127,1
2,145,35.0006,0.8411,100.0,-0.8794624677616412,-0.6254702266262946,-0.32683191114723,-0.5008905791171223,-0.7068160597572362,-0.7119496855345911,-0.7207770512147392,0.30205650099235726,-0.3901471425087397,-0.513513513513514,-0.05863192182410426,-0.7282435003170578,0.9875988646071594,0.09334983576902545,-0.25644405389572267,-1.0,-0.35416666666666696,0.3023255813953494,1.0,-0.6831275720164608,-0.6575007394935038,124,1
2,146,35.0027,0.8408,100.0,-0.8794624677616412,-0.6278557665840907,-0.3082486793986181,-0.47311413854522666,-0.7068160597572362,-0.7119496855345911,-0.7251682497255503,0.30230986867108633,-0.39253719209820304,-0.513513513513514,-0.07654723127035812,-0.7265187064045656,0.987764213079064,0.11681820345599192,-0.27584944346807205,-1.0,-0.3125,0.3023255813953494,1.0,-0.686556927297668,-0.671653507474573,123,1
2,150,35.0074,0.8416,100.0,-0.8794624677616412,-0.6181301036792348,-0.3453067858594068,-0.4913589755933172,-0.7068160597572362,-0.7119496855345911,-0.7267433535392106,0.30214095688526754,-0.3800666612470529,-0.513513513513514,-0.07328990228012966,-0.7289537095751426,0.987764213079064,0.07878326272194869,-0.2973052138254255,-1.0,-0.3333333333333339,0.3023255813953494,1.0,-0.6879286694101509,-0.6655896607431341,119,1
2,154,35.0002,0.8419,100.0,-0.8794624677616412,-0.6206991467107059,-0.3399972910740896,-0.4476965291484136,-0.7068160597572362,-0.7119496855345911,-0.7272683881437642,0.30214095688526754,-0.3895943419234218,-0.513513513513514,-0.07328990228012966,-0.7275840202916931,0.9873783999779526,0.0885419145998938,-0.29400995899238414,-1.0,-0.3333333333333339,0.3023255813953494,1.0,-0.686556927297668,-0.6873876538715329,115,1
2,169,35.0005,0.8409,100.0,-0.8794624677616412,-0.6254702266262946,-0.33696329405390824,-0.4801906320704754,-0.7068160597572362,-0.7119496855345911,-0.7272683881437642,0.30214095688526754,-0.3963255019917078,-0.513513513513514,-0.043973941368077085,-0.7251997463538364,0.9878193292363644,0.09615842338268266,-0.2590802577621556,-1.0,-0.35416666666666696,0.3023255813953494,1.0,-0.6824417009602194,-0.6703793032833513,100,1
2,179,35.0049,0.8418,100.0,-0.8794624677616412,-0.6216166620790897,-0.3071651090342682,-0.45843161796562804,-0.7068160597572362,-0.7119496855345911,-0.7245477542838052,0.30243655251045,-0.3914966262905466,-0.513513513513514,-0.009771986970682711,-0.7304248573240331,0.9877090969217619,0.10082353501213959,-0.2648652606912707,-1.0,-0.3333333333333339,0.3023255813953494,1.0,-0.6879286694101509,-0.6707433616237003,90,1
2,182,35.0025,0.84,100.0,-0.8794624677616412,-0.6216166620790897,-0.3308411214953271,-0.4686371732537422,-0.7068160597572362,-0.7119496855345911,-0.7259319364230825,0.30252100840336027,-0.37933501341354514,-0.513513513513514,-0.04885993485341977,-0.7237285986049461,0.9881500261801737,0.12529156947684328,-0.2744581136496782,-1.0,-0.35416666666666696,0.3023255813953494,1.0,-0.6851851851851852,-0.6653621242804159,87,1
2,184,35.004,0.84,100.0,-0.8794624677616412,-0.6238186989632073,-0.35343356359203604,-0.5201463438116782,-0.7068160597572362,-0.7119496855345911,-0.7227339983771659,0.3023943245639966,-0.37852207137631133,-0.513513513513514,-0.029315960912051686,-0.7271781864299303,0.9883704908093787,0.09496834388536968,-0.2685998828353835,-1.0,-0.3333333333333339,0.3023255813953494,1.0,-0.6851851851851852,-0.6736672051696285,85,1
2,186,35.0043,0.84,100.0,-0.8794624677616412,-0.6155610606477637,-0.28673980766625995,-0.4801906320704754,-0.7068160597572362,-0.7119496855345911,-0.7268865447949979,0.3023520966175415,-0.3819689456141777,-0.513513513513514,-0.043973941368077085,-0.7249461001902346,0.9878193292363644,0.07954491360023042,-0.21660808435852363,-1.0,-0.3333333333333339,0.3023255813953494,1.0,-0.6934156378600823,-0.6914719333773237,83,1
2,197,35.0024,0.8408,100.0,-0.8794624677616412,-0.6183136067529116,-0.3480157117702829,-0.49381408559187356,-0.7068160597572362,-0.7119496855345911,-0.7283184573528712,0.30243655251045,-0.37579058613120964,-0.513513513513514,-0.0651465798045594,-0.7243880786303107,0.9883153746520783,0.11405721902222865,-0.2475102519039245,-1.0,-0.35416666666666696,0.3023255813953494,1.0,-0.6824417009602194,-0.6753054677011993,72,1
2,201,35.0014,0.8401,100.0,-0.8794624677616412,-0.6118909991742356,-0.29302451577949284,-0.4550618591440809,-0.7068160597572362,-0.7119496855345911,-0.724595484702401,0.3025632363498172,-0.3749451264124861,-0.513513513513514,-0.034201954397394374,-0.7262143310082435,0.9884256069666826,0.10348931308611498,-0.25227006444053934,-1.0,-0.35416666666666696,0.3023255813953494,1.0,-0.6790123456790124,-0.6741450317413366,68,1
2,204,34.9985,0.84,100.0,-0.8794624677616412,-0.6227176805211467,-0.3086279290261418,-0.4607423097289747,-0.7068160597572362,-0.7119496855345911,-0.7226385375399743,0.3026476922427257,-0.38541581985204587,-0.513513513513514,-0.024429967426709887,-0.7254533925174381,0.9881500261801737,0.08573332698623659,-0.2666227299355599,-1.0,-0.3125,0.3023255813953494,1.0,-0.6666666666666669,-0.669287128262304,65,1
2,211,34.9997,0.84,100.0,-0.8794624677616412,-0.6267547481420301,-0.30749018014357343,-0.4594906850238285,-0.7068160597572362,-0.7119496855345911,-0.7228771896329531,0.3024787804569069,-0.3802617673359894,-0.513513513513514,-0.024429967426709887,-0.7282942295497781,0.9881500261801737,0.09749131241967035,-0.25688342120679497,-1.0,-0.3333333333333339,0.3023255813953494,1.0,-0.6899862825788753,-0.6799585883637852,58,1
2,212,34.9981,0.84,100.0,-0.8794624677616412,-0.6258372327736481,-0.26387647297846417,-0.4540990709093524,-0.7068160597572362,-0.7119496855345911,-0.723545415493294,0.30260546429627055,-0.38434273636289795,-0.513513513513514,-0.0798045602605848,-0.7274318325935321,0.9878744453936665,0.0885419145998938,-0.23681898066783802,-1.0,-0.35416666666666696,0.3023255813953494,1.0,-0.6927297668038409,-0.684179389747207,57,1
2,213,35.0033,0.8402,100.0,-0.8794624677616412,-0.6229011835948235,-0.3281863741026685,-0.45121070620516956,-0.7068160597572362,-0.7119496855345911,-0.7234022242375067,0.3024787804569069,-0.3760344687423789,-0.513513513513514,-0.042345276872963744,-0.7296131896005074,0.9880397938655712,0.09568239158375746,-0.23996777973052108,-1.0,-0.375,0.3023255813953494,1.0,-0.6947873799725651,-0.6763407586065667,56,1
2,225,35.0014,0.84,100.0,-0.8794624677616412,-0.6265712450683534,-0.31838006230529636,-0.46334183796273987,-0.7068160597572362,-0.7119496855345911,-0.7247386759581883,0.30260546429627055,-0.35979188683846886,-0.513513513513514,-0.021172638436481428,-0.7290551680405833,0.9884256069666826,0.11196267910695923,-0.22070884592852913,-1.0,-0.29166666666666696,0.3023255813953494,1.0,-0.6844993141289438,-0.666829734464948,44,1
2,228,35.0032,0.8413,100.0,-0.8794624677616412,-0.6216166620790897,-0.3220100230258707,-0.4467337409136851,-0.7068160597572362,-0.7119496855345911,-0.724165910935039,0.3027743760820911,-0.3657263637102677,-0.513513513513514,-0.026058631921823228,-0.7279391249207355,0.9885358392812851,0.1180082829533049,-0.24304335090802542,-1.0,-0.3333333333333339,0.3023255813953494,1.0,-0.6796982167352538,-0.6808459805683863,41,1
2,233,35.0078,0.84,100.0,-0.8794624677616412,-0.621433159005413,-0.32049302451577866,-0.4212198526934001,-0.7068160597572362,-0.7119496855345911,-0.7280798052598922,0.30290105992145655,-0.37496138525323097,-0.513513513513514,-0.035830618892507715,-0.7258084971464808,0.9885909554385854,0.12919503022801848,-0.23161980082015265,-1.0,-0.29166666666666696,0.3023255813953494,1.0,-0.6762688614540467,-0.6686386493435573,36,1
2,235,35.0022,0.8419,100.0,-0.8794624677616412,-0.6118909991742356,-0.29719626168224256,-0.4640639291387858,-0.7068160597572362,-0.7119496855345911,-0.7275547706553388,0.302732148135636,-0.37536785627184877,-0.513513513513514,-0.01302931596091117,-0.7282942295497781,0.9886460715958876,0.12176893416480539,-0.23872290568248467,-1.0,-0.3125,0.3023255813953494,1.0,-0.6810699588477366,-0.674110901271929,34,1
2,236,35.0019,0.84,100.0,-0.8794624677616412,-0.6276722635104122,-0.30965732087227327,-0.42333798680980106,-0.7068160597572362,-0.7119496855345911,-0.723974989260656,0.3026476922427257,-0.379400048776521,-0.513513513513514,0.008143322475571146,-0.7286493341788205,0.9883704908093787,0.13966772980435138,-0.2404803749267721,-1.0,-0.3125,0.3023255813953494,1.0,-0.6941015089163237,-0.6820519238207924,33,1
2,246,35.0034,0.8403,100.0,-0.8794624677616412,-0.616845582163501,-0.3061357171881349,-0.41862032445963493,-0.7068160597572362,-0.7119496855345911,-0.7273161185623599,0.3028588319750014,-0.36663685879196706,-0.513513513513514,0.0,-0.7277869372225745,0.9890318846969972,0.1518541438568093,-0.22327182190978334,-1.0,-0.3333333333333339,0.3023255813953494,1.0,-0.6831275720164608,-0.6683883592345673,23,1
2,251,35.0054,0.8418,100.0,-0.8794624677616412,-0.6155610606477637,-0.3176215630502499,-0.4214605497520818,-0.7068160597572362,-0.7119496855345911,-0.726456971027636,0.30319665554664077,-0.3714657344931318,-0.513513513513514,-0.03257328990227926,-0.7287507926442612,0.9891972331689018,0.14000095206359475,-0.24472759226713503,-1.0,-0.29166666666666696,0.3023255813953494,1.0,-0.6906721536351167,-0.6844865639718766,18,1
2,254,35.0078,0.8413,100.0,-0.8794624677616412,-0.6139095329846747,-0.3093322497629689,-0.4327733115101333,-0.7068160597572362,-0.710691823899371,-0.7268865447949979,0.30306997170727534,-0.34642711974636065,-0.513513513513514,0.021172638436483204,-0.7298161065313887,0.9892523493262058,0.13014709382586886,-0.2201230228470994,-1.0,-0.3333333333333339,0.3023255813953494,1.0,-0.6872427983539094,-0.6806298209288039,15,1
3,19,35.0006,0.8408,100.0,-0.8794624677616412,-0.6373979264152663,-0.36432344575375897,-0.5295816685120105,-0.7068160597572362,-0.7119496855345911,-0.7228771896329531,0.3015075376884422,-0.4018697666856337,-0.513513513513514,-0.10260586319218135,-0.7248953709575143,0.9865516576184294,0.041938401485218435,-0.2959138840070299,-1.0,-0.375,0.3023255813953494,1.0,-0.6700960219478739,-0.6807777196295707,187,1
